Job ID,State,Count
cyt9vgp78z600082jjkg
11101,554
01001,590
00000,4455
11010,448
10011,96
10110,84
01000,615
00001,310
10100,704
11100,181
01110,264
10000,141
10111,45
00010,130
00111,56
11011,62
10010,129
10101,118
00100,326
00110,70
01101,105
01100,65
11000,63
11111,32
11110,120
01111,42
10001,25
00101,30
01011,16
01010,81
11001,24
00011,19
Job ID,State,Count
cyt9vgp78z600082jjkg
00000,4093
01001,621
10100,717
00100,382
10111,70
10011,93
00110,73
00101,40
01110,278
10000,96
00010,116
10010,106
11100,189
01010,75
11010,408
10110,73
01000,630
11110,115
10101,136
01101,112
11101,653
11000,58
01100,69
01111,60
11111,63
00011,20
00001,393
11001,25
11011,76
01011,42
10001,22
00111,96
Job ID,State,Count
cyt9vgp78z600082jjkg
01001,545
00000,4354
01000,609
10100,783
00110,82
11101,505
00010,139
11010,416
11110,126
01010,91
10000,123
01110,240
00100,432
11100,202
01111,53
01100,95
01101,108
10110,93
10001,18
11000,82
00101,37
10011,71
00001,257
10010,126
00111,80
01011,29
00011,24
10101,101
11111,51
11001,30
11011,54
10111,44
Job ID,State,Count
cyt9vgp78z600082jjkg
00000,4179
01000,593
00001,357
01110,225
10100,707
11101,617
01101,113
10010,149
00101,39
01001,578
11010,377
01011,31
10101,125
01100,100
10111,55
00111,74
10000,113
00010,132
11110,149
00110,93
10011,93
01111,48
01010,78
11100,187
11000,74
11011,66
11001,26
11111,37
00100,451
10110,93
10001,22
00011,19
