Job ID,State,Count
cysvxz7q5bwg008s9ck0
11111,7647
10011,29
10111,404
11010,29
11110,429
01011,20
01111,393
01110,19
11011,465
01101,18
11101,412
11100,28
00111,35
11001,29
10101,10
10100,1
10001,4
10110,15
00110,3
00011,3
00101,2
10010,3
01100,1
01001,1

Job ID,State,Count
cythcm2y2gd000883j9g
00111,88
11111,7314
01111,979
10111,368
01011,68
11110,253
11101,323
01101,37
01110,31
11011,427
11001,15
10011,22
00011,5
10110,10
00101,1
11010,19
10100,1
01010,2
11100,13
01100,4
01001,3
10101,13
00110,1
10001,1
10010,1
11000,1

Job ID,State,Count
cythdtzjj6dg008g1p3g
11111,7944
11011,418
11101,418
11110,305
01111,469
10111,248
11010,14
01011,31
01110,17
01101,25
11001,26
10011,19
00111,32
00011,2
10101,13
11100,8
01001,2
10010,1
00101,1
10100,1
10110,5
11000,1

Job ID,State,Count
cythemay2gd000883jw0
11011,438
11111,7881
11101,383
01111,460
11110,297
10111,314
10110,12
11010,21
11001,25
11100,16
01011,24
10011,20
00101,3
01101,25
01110,14
10101,12
01001,2
00111,46
00110,1
00011,1
01010,1
10010,1
10100,1
11000,1
01100,1

Job ID,State,Count
cythf4wy2gd000883k10
11111,7946
11011,425
11110,291
01111,424
11101,405
10111,302
01110,18
10101,19
00111,24
11100,16
10110,9
10011,22
11001,33
01011,22
11010,10
01101,16
01010,2
10001,2
00100,1
01100,2
01001,2
00110,1
00101,4
10100,2
00010,1
00011,1

Job ID,State,Count
cythfe54raf0008eg6yg
11111,7725
01011,27
11011,480
11110,450
01111,432
10111,303
11101,393
00111,34
10011,13
01110,22
10110,12
11010,22
11100,22
01101,19
10101,14
11001,24
10001,1
11000,1
10010,2
00011,2
01001,1
00101,1

Job ID,State,Count
cythfsq4raf0008eg72g
11011,424
11111,7876
01011,27
11101,451
01101,27
10101,21
10111,329
01111,450
11110,252
00111,30
11001,23
10011,21
10110,12
11010,19
11100,16
10001,2
00110,3
01110,9
01100,2
01001,1
10100,1
00011,1
00101,2
01010,1

Job ID,State,Count
cythg30jj6dg008g1pp0
01111,507
11111,7632
11101,423
11011,443
11110,280
10111,432
11010,17
00111,58
11001,22
01110,19
01011,37
10011,31
01100,1
10010,2
11100,12
10110,20
00011,4
01101,30
10101,19
01001,3
00101,2
10001,2
11000,1
00110,2
01010,1

Job ID,State,Count
cythgf94raf0008eg7eg
11111,7962
11011,442
01110,9
10111,296
01111,392
11000,2
11110,302
11101,395
00111,28
11010,22
11001,23
01101,35
11100,14
01011,25
10011,15
00011,2
10110,15
10101,13
00101,4
01001,2
10010,2

Job ID,State,Count
cythgtvq5bwg0083ke30
11111,7961
11110,292
11101,381
10111,289
11011,466
01111,417
01110,13
11001,22
00011,3
10110,12
11010,12
11100,18
01011,35
10101,15
00110,4
00111,24
01101,16
10011,13
10001,2
01001,1
10100,1
11000,2
00101,1
