Job ID,State,Count
cyt7s04y2gd000880ymg
01000,112
00000,9204
00010,214
10000,217
00001,35
00100,187
00110,6
11000,6
10001,3
01010,4
10100,5
01100,4
10010,2
00011,1
Job ID,State,Count
cyt5esk78z600082h090
00000,9163
00100,217
00001,26
00010,204
10000,244
11000,6
01000,120
01001,1
00101,2
01100,1
10010,5
10100,4
01010,3
00110,4
Job ID,State,Count
cyt5esk78z600082h090
00000,7883
00100,172
00010,192
10000,1200
01000,392
10010,34
11000,42
01010,17
00001,23
10100,26
11010,5
00110,3
01100,3
01110,1
11100,2
10001,2
11001,1
01001,1
10110,1
Job ID,State,Count
cyt5esk78z600082h090
00000,7791
10000,1282
11000,48
01000,367
10100,33
00010,232
10001,7
10010,28
00100,158
11010,2
01001,2
01100,10
00001,26
01010,9
00110,4
00101,1
Job ID,State,Count
cyt9g2078z600082jez0
01000,449
00000,7779
10000,1225
11000,61
00010,216
00100,142
10100,26
00001,42
10010,21
01010,17
11100,2
00110,3
10001,5
01100,9
11010,1
01001,1
10110,1
